invader,species,covariate,Mean,SD,naive_se,time_series_se,quant_2_5,quant_25,quant_50,quant_75,quant_97_5,Habitat,cov2,habitat_num,sp_num,sig
Cuban bulrush,Azolla caroliniana,intercept,-0.8599541490850063,0.11254678184538544,0.002905945411709447,0.0029580854035410734,-1.0840549781200628,-0.9372891550767519,-0.857833508658232,-0.7889914958098604,-0.6430929085868762,Floating,intercept,2,201,sig
Cuban bulrush,Azolla caroliniana,invasive plant PAC,-0.0677334609637504,0.049018582190022135,0.001265654349844368,0.0021824570365144348,-0.17595591787160297,-0.09827829938214422,-0.06303529210217049,-0.03190520913181078,0.015374312498424702,Floating,Cuban bulrush PAC,2,201,not sig
Cuban bulrush,Azolla caroliniana,management,0.14893322741691112,0.10613249669922721,0.002740329281383471,0.002965254350536812,-0.04672494775499619,0.07540962801576913,0.1450629589075757,0.22175763114946245,0.36246112128280483,Floating,management,2,201,not sig
Cuban bulrush,Azolla caroliniana,interaction,-0.008368598030579615,0.062021992104417216,0.001601400950126772,0.002339596860023233,-0.12879494475354808,-0.049925852726074825,-0.009706403924356108,0.03143810831922894,0.11622588570113647,Floating,interaction,2,201,not sig
Cuban bulrush,Bacopa caroliniana,intercept,-0.6209988304644739,0.10968441659287534,0.002832039458684551,0.002830155363191733,-0.8510177989766142,-0.6892756661730588,-0.6235499987483771,-0.5500798366966401,-0.4143961386896633,Emersed,intercept,1,102,sig
Cuban bulrush,Bacopa caroliniana,invasive plant PAC,0.0017299354813376145,0.024027650644571647,6.20391271966106e-4,6.869856276916164e-4,-0.05324744268111417,-0.012406310507864502,0.004251689921942119,0.01879630766354328,0.04078050595144993,Emersed,Cuban bulrush PAC,1,102,not sig
Cuban bulrush,Bacopa caroliniana,management,-0.2407521868485957,0.11349407416224279,0.002930404394157305,0.0032779823860858955,-0.45865541778077346,-0.3160910349091478,-0.24083815668460576,-0.161645092708655,-0.011393196340314278,Emersed,management,1,102,sig
Cuban bulrush,Bacopa caroliniana,interaction,0.07253937590669929,0.04457130739867486,0.0011508262084917278,0.0011332210508044336,-0.007691201065913096,0.040669211303583745,0.07168649280036876,0.1011801362200186,0.16588708388820095,Emersed,interaction,1,102,not sig
Cuban bulrush,Bacopa monnieri,intercept,-1.0409949092372555,0.14792617672683328,0.0038194374595410703,0.0040090367701047964,-1.3291609432043954,-1.1370563230879436,-1.038211304731545,-0.9429785912115227,-0.7325825257637834,Emersed,intercept,1,103,sig
Cuban bulrush,Bacopa monnieri,invasive plant PAC,-0.045507582601322795,0.0406147984262991,0.0010486695860975174,0.0014543256310751494,-0.13254910372051465,-0.07294022929647617,-0.04200894609525872,-0.015277489470594083,0.02338244749590828,Emersed,Cuban bulrush PAC,1,103,not sig
Cuban bulrush,Bacopa monnieri,management,0.2518931873160127,0.1007708243107685,0.0026018914955946663,0.0026031183620904923,0.06542896700540202,0.18320861090661064,0.2522952139755765,0.3191466601291224,0.4560352678614264,Emersed,management,1,103,sig
Cuban bulrush,Bacopa monnieri,interaction,0.092271426309884,0.0555219497331713,0.001433570577770252,0.0018004611360405312,-0.008522113159453185,0.051776943464320366,0.09004609689155763,0.13132751726224265,0.2032989418319142,Emersed,interaction,1,103,not sig
Cuban bulrush,Bidens spp.,intercept,-0.13989152521354584,0.08798742802583498,0.0022718256227978843,0.0022534901972722276,-0.3071883399401365,-0.19860911881154747,-0.1432878727882247,-0.08191424822439,0.036128737530257984,Emersed,intercept,1,104,not sig
