TaxonName,effect,component,group,term,estimate,std.error,statistic,p.value
Azolla caroliniana,fixed,cond,NA,(Intercept),-3.458363917709922,0.17253525435933145,-20.04438994541569,2.2593447358432683e-89
Azolla caroliniana,fixed,cond,NA,Time,0.05320557301213055,0.007964009364592007,6.6807521910612735,2.377189116643613e-11
Azolla caroliniana,fixed,cond,NA,Time:HydrCovC,0.002679034626103605,8.897727444694943e-4,3.0109200835331444,0.0026045739281328477
Azolla caroliniana,fixed,cond,NA,Time:FloatCovC,-0.0064039377902056355,0.0038647466282459002,-1.657013617245124,0.09751672204203198
Azolla caroliniana,fixed,cond,NA,Time:HydrTrtFreqC,-7.271118975235587e-4,2.3169451285793508e-4,-3.1382352933381372,0.001699683775112453
Azolla caroliniana,fixed,cond,NA,Time:FloatTrtFreqC,3.854203010140789e-4,1.9475661312698495e-4,1.978984409442249,0.0478177616154906
Azolla caroliniana,fixed,cond,NA,Time:OtherTrtFreqC,9.500645453672063e-4,2.706372180321085e-4,3.510472625588733,4.4731086202558576e-4
Azolla caroliniana,fixed,cond,NA,Time:HydrTrtAreaC,1.560691537702803e-4,6.244177098670876e-4,0.2499435094553947,0.8026310351276122
Azolla caroliniana,fixed,cond,NA,Time:FloatTrtAreaC,-2.736523628565743e-4,0.002649888179475586,-0.10326940018681477,0.9177491608585366
Azolla caroliniana,fixed,cond,NA,Time:OtherTrtAreaC,-0.0010627172515312296,0.003464392027385399,-0.30675432893582477,0.7590303734799351
Azolla caroliniana,fixed,cond,NA,Time:LatitudeC,-0.03968111558677183,0.006864487456152002,-5.780637788362383,7.4417958809211e-9
Azolla caroliniana,ran_pars,cond,AreaOfInterestID,sd__(Intercept),1.854037265562151,NA,NA,NA
Bacopa caroliniana,fixed,cond,NA,(Intercept),-2.684645552537196,0.2056205698750256,-13.056308297214137,5.849639855915843e-39
Bacopa caroliniana,fixed,cond,NA,Time,0.0014531358381447577,0.007613788455311408,0.1908558198948967,0.848638554443368
Bacopa caroliniana,fixed,cond,NA,Time:HydrCovC,-4.610277642626407e-4,0.0010264823887534981,-0.449133632796649,0.6533352597598117
Bacopa caroliniana,fixed,cond,NA,Time:FloatCovC,-0.022543405383457556,0.011043378877069758,-2.0413503543074314,0.04121601532592218
Bacopa caroliniana,fixed,cond,NA,Time:HydrTrtFreqC,-8.739293012884849e-5,2.595082740830526e-4,-0.3367635596115112,0.7362951452972162
Bacopa caroliniana,fixed,cond,NA,Time:FloatTrtFreqC,-7.779350587736974e-4,2.2587037354719074e-4,-3.444165990238488,5.728239105562702e-4
Bacopa caroliniana,fixed,cond,NA,Time:OtherTrtFreqC,0.0011971690364866664,3.1867075681644573e-4,3.7567583811157026,1.7212854098215986e-4
Bacopa caroliniana,fixed,cond,NA,Time:HydrTrtAreaC,4.7537029788797484e-4,7.194110518268999e-4,0.6607770296005342,0.5087553158859344
Bacopa caroliniana,fixed,cond,NA,Time:FloatTrtAreaC,-0.004022306658983144,0.003023147225543727,-1.330503068126202,0.18335257614559303
Bacopa caroliniana,fixed,cond,NA,Time:OtherTrtAreaC,0.003882855756569086,0.003134708464784232,1.2386656686545652,0.21546933774417557
Bacopa caroliniana,fixed,cond,NA,Time:LatitudeC,0.007962168571360978,0.007387785526443847,1.0777476610360688,0.28114638250939544
Bacopa caroliniana,ran_pars,cond,AreaOfInterestID,sd__(Intercept),2.8153321425947273,NA,NA,NA
Bacopa monnieri,fixed,cond,NA,(Intercept),-2.993922429023945,0.13347594562075588,-22.430426809116245,1.987215420411596e-111
Bacopa monnieri,fixed,cond,NA,Time,0.048628181655016506,0.007495820070260065,6.487373122515382,8.734583954416748e-11
Bacopa monnieri,fixed,cond,NA,Time:HydrCovC,-0.005468487007811148,0.0011181281964902118,-4.890751369097613,1.0045178487945038e-6
Bacopa monnieri,fixed,cond,NA,Time:FloatCovC,-0.014052577580822087,0.006727844157847421,-2.0887192466298474,0.03673300328212449
Bacopa monnieri,fixed,cond,NA,Time:HydrTrtFreqC,1.8722440955258487e-4,1.8641645498489133e-4,1.0043341376047465,0.3152175843751949
Bacopa monnieri,fixed,cond,NA,Time:FloatTrtFreqC,-5.828254740577607e-4,1.6856592792462347e-4,-3.457552076113383,5.451068775391699e-4
Bacopa monnieri,fixed,cond,NA,Time:OtherTrtFreqC,0.0014377994335960918,2.4345341704590554e-4,5.905850289729064,3.508324694366401e-9
Bacopa monnieri,fixed,cond,NA,Time:HydrTrtAreaC,0.0010843480851239812,5.54235171641527e-4,1.9564764933852397,0.0504090489052374
Bacopa monnieri,fixed,cond,NA,Time:FloatTrtAreaC,-0.012634585223018427,0.0041934211580778565,-3.01295404080275,0.002587180956876665
Bacopa monnieri,fixed,cond,NA,Time:OtherTrtAreaC,-0.005648164161475157,0.0037548401487501187,-1.5042355833324283,0.13252071864499565
Bacopa monnieri,fixed,cond,NA,Time:LatitudeC,-0.10063105369194988,0.007652286367596935,-13.150455806001322,1.691516845343524e-39
Bacopa monnieri,ran_pars,cond,AreaOfInterestID,sd__(Intercept),1.4765543810157469,NA,NA,NA
Bidens spp.,fixed,cond,NA,(Intercept),-1.4651035073053131,0.1250564134847468,-11.715540742610635,1.0611203212539e-31
Bidens spp.,fixed,cond,NA,Time,0.051314168897991744,0.0056297123357894234,9.11488293491931,7.875545115703902e-20
Bidens spp.,fixed,cond,NA,Time:HydrCovC,0.002410216045192394,8.640473702076256e-4,2.789448968073629,0.00527978164402875
Bidens spp.,fixed,cond,NA,Time:FloatCovC,0.005602163927387596,0.00460678367068105,1.2160683739159368,0.22395887688862984
Bidens spp.,fixed,cond,NA,Time:HydrTrtFreqC,-6.49768430082669e-4,1.9572928824815729e-4,-3.319730204397687,9.010448146673862e-4
Bidens spp.,fixed,cond,NA,Time:FloatTrtFreqC,-3.9012299639901675e-4,1.5742828242479737e-4,-2.4780998076719563,0.013208419128966255
Bidens spp.,fixed,cond,NA,Time:OtherTrtFreqC,0.0012158204304398418,2.3555426026066918e-4,5.161530210043282,2.4493935245826743e-7
