Metric,Invasive,Response,Term,Estimate,SE,t,P,Intercept,R2,Waterbodies,Years,N
nitrogen,hydrilla,mean,invasive PAC,-0.0032524190490977687,0.0019513419386300874,-1.6667601842151174,0.09589558159793608,868.8871761751441,0.010184910355975208,147,22,3234
nitrogen,hydrilla,mean,management,-0.011786384151064944,0.025433080444771144,-0.46342731375617296,0.6431654990823633,868.8871761751441,0.010184910355975208,147,22,3234
nitrogen,hydrilla,mean,invasive PAC:management,0.0022095007677130594,0.001980728974132895,1.1154987868445323,0.2649221318967703,868.8871761751441,0.010184910355975208,147,22,3234
nitrogen,hydrilla,max,invasive PAC,-0.004778991437055897,0.002044522930780528,-2.3374604241936496,0.01962454823083782,1126.2970470612008,0.01083387309180562,147,22,3234
nitrogen,hydrilla,max,management,-0.004865297992690796,0.02933814116449055,-0.16583525061838322,0.8683223021364855,1126.2970470612008,0.01083387309180562,147,22,3234
nitrogen,hydrilla,max,invasive PAC:management,0.004150066221583282,0.0020674635318063757,2.007322575579993,0.045001486894563826,1126.2970470612008,0.01083387309180562,147,22,3234
nitrogen,hydrilla,min,invasive PAC,-0.0024051370193049885,0.0021719403728211193,-1.1073678860626233,0.2684184880231988,680.5113276919488,0.01677453962072109,147,22,3234
nitrogen,hydrilla,min,management,-0.08451600061262275,0.041323951219751305,-2.0452061847422582,0.04111282297546134,680.5113276919488,0.01677453962072109,147,22,3234
nitrogen,hydrilla,min,invasive PAC:management,6.804717191636496e-4,0.002205159677929622,0.3085816079325966,0.7577082591298674,680.5113276919488,0.01677453962072109,147,22,3234
nitrogen,hydrilla,cv,invasive PAC,-0.004176191382078583,0.0034469560081370663,-1.2115592343563555,0.22598594577271383,0.1488511413257897,0.012284095115514738,147,22,3234
nitrogen,hydrilla,cv,management,0.07962691859012741,0.045440592044381715,1.7523301305659924,0.08004343624052655,0.1488511413257897,0.012284095115514738,147,22,3234
nitrogen,hydrilla,cv,invasive PAC:management,0.0069828156194316595,0.003882279883528445,1.7986378697368064,0.07239703102998138,0.1488511413257897,0.012284095115514738,147,22,3234
nitrogen,floating plants,mean,invasive PAC,0.00953395211284155,0.011975930597882664,0.7960927992123757,0.4261640635322901,862.8084084384044,0.004483878886131875,158,22,3476
nitrogen,floating plants,mean,management,0.024635372684796597,0.03601933898672149,0.6839484948315797,0.4941636502620961,862.8084084384044,0.004483878886131875,158,22,3476
nitrogen,floating plants,mean,invasive PAC:management,-0.021911393225214303,0.014078918084163113,-1.5563264942823745,0.11994189841283885,862.8084084384044,0.004483878886131875,158,22,3476
nitrogen,floating plants,max,invasive PAC,0.007769112843760699,0.010461025038495405,0.742672234811716,0.4578518148719469,1116.3365202675875,0.0019327587440266436,158,22,3476
nitrogen,floating plants,max,management,0.02015826720754317,0.03900356539171408,0.5168313974656684,0.6053863417371773,1116.3365202675875,0.0019327587440266436,158,22,3476
nitrogen,floating plants,max,invasive PAC:management,-0.016751296264657763,0.015934479228629176,-1.0512609809400628,0.293388713444074,1116.3365202675875,0.0019327587440266436,158,22,3476
nitrogen,floating plants,min,invasive PAC,-0.01594371813655602,0.03000958034808314,-0.5312876072115558,0.5953356187646915,653.28621754292806,0.0049536257392112535,158,22,3476
nitrogen,floating plants,min,management,0.054989759263873395,0.035140677563436876,1.564846299978264,0.11793034844536023,653.28621754292806,0.0049536257392112535,158,22,3476
nitrogen,floating plants,min,invasive PAC:management,0.0046063730432226455,0.028499704800963872,0.16162879845221612,0.8716303125566335,653.28621754292806,0.0049536257392112535,158,22,3476
nitrogen,floating plants,cv,invasive PAC,0.02237029807756066,0.025243325128146615,0.8861866637615622,0.3757266496452478,0.1499209347240933,0.0012707893855218161,158,22,3476
nitrogen,floating plants,cv,management,-0.025331891294709374,0.04860450476542825,-0.5211840222827991,0.602352159691824,0.1499209347240933,0.0012707893855218161,158,22,3476
nitrogen,floating plants,cv,invasive PAC:management,-0.0184074130550025,0.02168933999310298,-0.8486847945053144,0.3962566174341047,0.1499209347240933,0.0012707893855218161,158,22,3476
