Metric,Invasive,Response,Term,Estimate,SE,t,P,Intercept,R2,Waterbodies,Years,N
secchi,Cuban bulrush,mean,invasive PAC,0.10329739291382728,0.06770316092421637,1.5257395888716832,0.12862358397970294,3.629635299036641,0.04246388498138697,91,9,819
secchi,Cuban bulrush,mean,management,0.03628245875964562,0.05919126110339125,0.6129698554026396,0.5405790261312374,3.629635299036641,0.04246388498138697,91,9,819
secchi,Cuban bulrush,mean,invasive PAC:management,-0.048296887278695896,0.07612418705213389,-0.6344486443660754,0.5264989125718778,3.629635299036641,0.04246388498138697,91,9,819
secchi,Cuban bulrush,max,invasive PAC,0.04354804180923434,0.05109978632086533,0.8522157320930436,0.3950937410838429,5.027524318632626,0.01336710509171863,91,9,819
secchi,Cuban bulrush,max,management,-0.0716651243977458,0.07743637399168384,-0.9254710764923235,0.3558144173160013,5.027524318632626,0.01336710509171863,91,9,819
secchi,Cuban bulrush,max,invasive PAC:management,-0.004168451535986631,0.06357581253973026,-0.06556662619737108,0.9477870690199159,5.027524318632626,0.01336710509171863,91,9,819
secchi,Cuban bulrush,min,invasive PAC,0.1076889551440607,0.0883859236454327,1.2183948608837722,0.2244811360499866,2.3441458469567764,0.04157336598732876,91,9,819
secchi,Cuban bulrush,min,management,0.1261500208911511,0.07549872160273592,1.670889496049158,0.09627689883491744,2.3441458469567764,0.04157336598732876,91,9,819
secchi,Cuban bulrush,min,invasive PAC:management,-0.09727472130495136,0.10285958527456246,-0.945704000704422,0.3454183683376004,2.3441458469567764,0.04157336598732876,91,9,819
secchi,Cuban bulrush,cv,invasive PAC,-0.08958617794521649,0.05623706545815665,-1.593009471873552,0.11270630858290444,0.21851002515119397,0.054609494671706366,91,9,819
secchi,Cuban bulrush,cv,management,-0.3146608681050002,0.09510932867338354,-3.3084122503438347,0.001109036257292805,0.21851002515119397,0.054609494671706366,91,9,819
secchi,Cuban bulrush,cv,invasive PAC:management,0.1278821487508667,0.08238614064899907,1.5522289033503887,0.12215744948137965,0.21851002515119397,0.054609494671706366,91,9,819
secchi,torpedograss,mean,invasive PAC,-0.0034286962860236867,0.006545980695864121,-0.5237864951526674,0.6006536917074805,4.663319437841574,0.006120039691449253,72,21,1512
secchi,torpedograss,mean,management,0.046646310162567574,0.04151303184070057,1.1236546234822142,0.261686142226262,4.663319437841574,0.006120039691449253,72,21,1512
secchi,torpedograss,mean,invasive PAC:management,0.030784081656135345,0.012849094724021461,2.395817162012536,0.01694137156538539,4.663319437841574,0.006120039691449253,72,21,1512
secchi,torpedograss,max,invasive PAC,-0.0023114148626501847,0.00826581929810674,-0.2796353004208073,0.7798702506667227,6.260940840999603,0.0019890853956371062,72,21,1512
secchi,torpedograss,max,management,0.014802491159824486,0.04828438297705025,0.3065689203662428,0.7592961442974752,6.260940840999603,0.0019890853956371062,72,21,1512
secchi,torpedograss,max,invasive PAC:management,0.02039545820869651,0.014386179355986862,1.4177119375485099,0.15688316677730246,6.260940840999603,0.0019890853956371062,72,21,1512
secchi,torpedograss,min,invasive PAC,-0.006878651207764721,0.00853455042577006,-0.8059769835086621,0.4206302937982995,3.219190793705256,0.011166746523223949,72,21,1512
secchi,torpedograss,min,management,0.09886751253850985,0.05943225490441538,1.6635329199189568,0.09681772134247021,3.219190793705256,0.011166746523223949,72,21,1512
secchi,torpedograss,min,invasive PAC:management,0.04562972304497245,0.016375974495761888,2.7863821512900775,0.005527787576349854,3.219190793705256,0.011166746523223949,72,21,1512
secchi,torpedograss,cv,invasive PAC,6.165961280527944e-4,0.015230114208443741,0.0404853252978856,0.9677219879705532,0.19091008402039306,0.011842635406109747,72,21,1512
secchi,torpedograss,cv,management,-0.1382576728926121,0.0829645337651793,-1.6664671832416136,0.09623199116600512,0.19091008402039306,0.011842635406109747,72,21,1512
secchi,torpedograss,cv,invasive PAC:management,-0.04567723698225404,0.02228719092491019,-2.049483810505747,0.04092380042926657,0.19091008402039306,0.011842635406109747,72,21,1512
