TaxonName,effect,component,group,term,estimate,std.error,statistic,p.value,q.value,lower,upper,odds_perc,lower_odds_perc,upper_odds_perc
Azolla caroliniana,fixed,cond,NA,Time:HydrPACc,0.003980133782506156,0.0021747863361149303,1.8301263514540578,0.06723104737152658,0.24337030722724554,-2.8244743627910737e-4,0.00824271500129142,0.39880650339589874,-0.02824075517571245,0.8276779707484083
Azolla caroliniana,fixed,cond,NA,Time:FloatPACc,0.010709390795448396,0.011030243486895566,0.9709115495203385,0.3315923263128022,0.5974636510140581,-0.010909886438866914,0.0323286680297637,1.0766941582195377,-1.085058946480577,3.285691657304457
Azolla caroliniana,fixed,cond,NA,Time:TrtAreaConC,-0.01705904142046985,0.0069432073243057835,-2.4569396567998205,0.014012622173587886,0.0983341906918448,-0.030667727776109186,-0.0034503550648305147,-1.6914359851225802,-3.0202243595979006,-0.3444409429943396
Azolla caroliniana,fixed,cond,NA,Time:TrtAreaSysC,-5.596743565701477e-4,0.0018710117367197524,-0.2991292601677452,0.7648414214197028,0.8945513700815236,-0.0042268573605408625,0.003107508647400567,-0.05595177680917107,-0.4217936772078601,0.31123419576184475
Azolla caroliniana,fixed,cond,NA,Time:TrtAreaNonC,2.6432718253620194e-4,0.0010116609973169243,0.26128039257936897,0.7938762859959716,0.9085851627993954,-0.00171852837220497,0.0022471827372773736,0.026436212004421478,-0.17170525478583665,0.2249709544782874
Azolla caroliniana,fixed,cond,NA,Time:TrtFreqConC,0.0018585599472077364,7.859568691923672e-4,2.3647098461236857,0.01804420164388095,0.1154828905208381,3.1808448359069673e-4,0.003399035410824776,0.18602881402307592,0.03181350778242997,0.3404818682345212
Azolla caroliniana,fixed,cond,NA,Time:TrtFreqSysC,2.4735349951568247e-4,6.814995086588684e-4,0.36295477307452884,0.7166386696003779,0.8691494137371165,-0.0010883855374556996,0.0015830925364870643,0.024738409391500404,-0.10877934607387285,0.15843462889912896
Azolla caroliniana,fixed,cond,NA,Time:TrtFreqNonC,0.004622351475949612,0.001858570741593886,2.4870462945013028,0.012880863601410655,0.09200616858150468,9.795528224255958e-4,0.008265150129473629,0.4633051021868395,0.09800327409805742,0.8299400780032329
Azolla caroliniana,fixed,cond,NA,Time:TrtMonthStd,0.009171000430807225,0.016902751093233605,0.5425744235492231,0.5874228527336838,0.7790111662751229,-0.02395839171193064,0.04230039257354509,0.9213182908486717,-2.3673667819932187,4.320780356503873
Azolla caroliniana,fixed,cond,NA,Time:LatitudeC,-0.035142970043722264,0.020911445940811454,-1.6805614563044686,0.09284812775000899,0.28902140933854936,-0.07612940408771271,0.005843464000268181,-3.453262652278799,-7.330371948667724,0.5860570339890847
Bacopa caroliniana,fixed,cond,NA,Time:HydrPACc,0.0013763881186910258,0.0025800610102237726,0.5334711517428999,0.5937074755191107,0.7790111662751229,-0.0036805314613475686,0.00643330769872962,0.13773357755491045,-0.36737666073927144,0.6454045870531111
Bacopa caroliniana,fixed,cond,NA,Time:FloatPACc,0.009229722405866088,0.02447790649575902,0.37706339010099604,0.7061264970512237,0.8664128798174524,-0.038746974325821595,0.05720641913755377,0.9272447639896653,-3.800591244286522,5.887435977045885
Bacopa caroliniana,fixed,cond,NA,Time:TrtAreaConC,-0.028531523594487712,0.010675584178166159,-2.672596002084902,0.007526683458815519,0.06544942138100451,-0.04945566858369338,-0.007607378605282041,-2.812834322476321,-4.825265049077654,-0.757851573729007
Bacopa caroliniana,fixed,cond,NA,Time:TrtAreaSysC,-0.010504715199807113,0.004931069106939207,-2.1303119003188247,0.0331458717218736,0.16368331714505482,-0.02016961064940796,-8.398197502062672e-4,-1.0449733370327507,-1.9967564728504028,-0.08394672002995929
Bacopa caroliniana,fixed,cond,NA,Time:TrtAreaNonC,0.002335264059877343,0.0011740691524308145,1.9890345087786092,0.04669739411552491,0.19256657367226765,3.408852111294689e-5,0.0046364395986417395,0.23379929127760324,0.0034089102133094684,0.464720451524947
Bacopa caroliniana,fixed,cond,NA,Time:TrtFreqConC,3.871280358289387e-4,8.771761166201562e-4,0.4413344464057916,0.6589708921109878,0.8315090121274293,-0.0013321371527465673,0.002106393224404445,0.03872029795575216,-0.1331250251917937,0.21086132290730752
Bacopa caroliniana,fixed,cond,NA,Time:TrtFreqSysC,-1.3475713259612833e-4,8.458254113450378e-4,-0.15932026963086454,0.8734165518674061,0.9480776682414177,-0.0017925749388324026,0.0015230606736401457,-0.013474805326152417,-0.17909692359676654,0.15242211196164757
Bacopa caroliniana,fixed,cond,NA,Time:TrtFreqNonC,0.0031976447050710323,0.0020870478835390556,1.532137681311227,0.12548846288446489,0.3443553035409608,-8.929691466655169e-4,0.0072882585568075815,0.32027626245429985,-0.08925705683652252,0.7314882554759983
Bacopa caroliniana,fixed,cond,NA,Time:TrtMonthStd,0.019987325558929476,0.017619477166658102,1.1343881188910718,0.2566317805926346,0.5179986840225935,-0.014546849687720406,0.054521500805579354,2.0188409626934467,-1.4441555454589472,5.603518177676059
Bacopa caroliniana,fixed,cond,NA,Time:LatitudeC,0.06485945375148514,0.024906435624441718,2.6041242805468263,0.009210934978995866,0.07384694048530785,0.01604283992757937,0.1136760675753909,6.700904972618127,1.617221721783202,12.038913572610666
Bacopa monnieri,fixed,cond,NA,Time:HydrPACc,-0.0028911475121164935,0.0024274797632546103,-1.1910078740430887,0.2336504937555342,0.497877436708921,-0.00764900784809553,0.0018667128238625428,-0.28869721699607,-0.7619828632313586,0.18684562168818086
Bacopa monnieri,fixed,cond,NA,Time:FloatPACc,-0.03090559918100905,0.017542194890551113,-1.7617863314046278,0.07810540499855714,0.2698649933192008,-0.06528830116648923,0.003477102804471128,-3.0432903316000126,-6.320265532572778,0.34831549390259564
Bacopa monnieri,fixed,cond,NA,Time:TrtAreaConC,-0.01357415301542613,0.005031459500384054,-2.6978559629447494,0.006978762903066531,0.06334156965064391,-0.023435813636178873,-0.0037124923946733838,-1.3482439646472555,-2.316332774930374,-0.3705609614840122
Bacopa monnieri,fixed,cond,NA,Time:TrtAreaSysC,-0.008674853294100806,0.0026614578953718074,-3.259436607727707,0.001116337250574189,0.017615426064227786,-0.013891310769029549,-0.003458395819172064,-0.8637335320284101,-1.379527172862205,-0.3452422456419413
